timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,vel_x,vel_y,vel_z,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,grav_x,grav_y,grav_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_rot_x,delta_rot_y,delta_rot_z,P_d0,P_d1,P_d2,P_d3,P_d4,P_d5,P_d6,P_d7,P_d8,P_d9,P_d10,P_d11,P_d12,P_d13,P_d14,P_d15,P_d16,P_d17,P_d18,P_d19,P_d20,P_d21,P_d22,effct_feat_num,feats_down_size,res_mean,icp_time,kdtree_size,global_match,wall_time,kdtree_incre_time,rebuild_active,rebuild_queue,safe_blocked,time_imu,time_ds,time_ekf,time_map,time_pub,buf_lidar,buf_imu
190.995688,-2.286201,-1.865795,0.325502,0.229719,-0.033310,-1.602012,-0.190117,-0.050231,0.115788,0.017514,-0.002167,-0.019894,0.222034,-0.425965,-0.003265,1.266696,-0.044815,-9.726765,-0.020629,-0.009358,0.011563,-0.001129,-0.001499,0.002153,0.0000198049,0.0000525276,0.0000239051,0.0000057452,0.0000071434,0.0000091097,0.0000056614,0.0000055613,0.0000087055,0.0000098538,0.0000099084,0.0000098887,0.0017689570,0.0048379278,0.0022855269,0.0002833055,0.0002835890,0.0002836867,0.0010578019,0.0010595277,0.0003275972,0.0000025042,0.0000024970,216,684,0.04076569,0.013560,17457.000000,0,1034.467694,0.001237,0,0,0,0.0007,0.0009,0.0136,0.0013,0.0003,-0.0022,5,-1715160626
191.095432,-2.305740,-1.874906,0.338625,0.227723,-0.035465,-1.602910,-0.188279,-0.077996,0.123102,0.017516,-0.001957,-0.019841,0.221818,-0.425954,-0.003432,1.266695,-0.044815,-9.726765,-0.019540,-0.009111,0.013123,0.000173,-0.002696,-0.000577,0.0000169499,0.0000455319,0.0000220751,0.0000057543,0.0000070935,0.0000090343,0.0000056614,0.0000055613,0.0000087055,0.0000098538,0.0000099084,0.0000098887,0.0007710859,0.0020613803,0.0009893692,0.0002818625,0.0002821472,0.0002822409,0.0010578179,0.0010596255,0.0003277230,0.0000025042,0.0000024970,261,805,0.03783189,0.013059,17458.000000,0,1034.517321,0.001255,0,0,0,0.0008,0.0010,0.0131,0.0013,0.0004,-0.0020,2,-1663301093
191.195504,-2.305477,-1.884189,0.340910,0.228892,-0.034511,-1.604110,-0.083476,-0.096491,0.082373,0.017353,-0.001999,-0.019782,0.221693,-0.429623,-0.001732,1.266699,-0.044819,-9.726764,0.000264,-0.009283,0.002285,0.000165,0.001217,-0.001349,0.0000163171,0.0000424345,0.0000229508,0.0000057541,0.0000071521,0.0000089685,0.0000056614,0.0000055613,0.0000087055,0.0000098538,0.0000099084,0.0000098887,0.0008434549,0.0015139376,0.0009714051,0.0002808668,0.0002811474,0.0002812424,0.0010579452,0.0010593180,0.0003277262,0.0000025042,0.0000024970,250,738,0.04115652,0.014800,17462.000000,0,1034.618979,0.001234,0,0,0,0.0007,0.0009,0.0148,0.0013,0.0004,-0.0020,3,-420503301
191.295911,-2.301242,-1.893589,0.337892,0.227380,-0.037778,-1.605065,-0.012285,-0.100656,0.038206,0.017364,-0.001761,-0.019739,0.221556,-0.432944,0.001101,1.266698,-0.044825,-9.726765,0.004235,-0.009400,-0.003018,0.001193,-0.003076,-0.000575,0.0000165697,0.0000396147,0.0000194685,0.0000057211,0.0000068045,0.0000090257,0.0000056614,0.0000055613,0.0000087055,0.0000098538,0.0000099084,0.0000098887,0.0006820771,0.0011725994,0.0007388159,0.0002792028,0.0002794804,0.0002795751,0.0010576151,0.0010580408,0.0003267813,0.0000025042,0.0000024970,242,720,0.04244544,0.013542,17443.000000,0,1034.817324,0.002166,0,0,0,0.0005,0.0006,0.0135,0.0022,0.0003,-0.0018,1,1119045636
191.395563,-2.297221,-1.896626,0.335089,0.227271,-0.038304,-1.605515,0.011043,-0.112768,0.025634,0.017371,-0.001726,-0.019705,0.221117,-0.434271,0.001780,1.266706,-0.044803,-9.726764,0.004021,-0.003037,-0.002803,0.000287,-0.000438,-0.000395,0.0000138908,0.0000283743,0.0000153381,0.0000056870,0.0000061923,0.0000088722,0.0000056613,0.0000055612,0.0000087039,0.0000098537,0.0000099084,0.0000098887,0.0005854512,0.0009977232,0.0006405727,0.0002792025,0.0002794771,0.0002795743,0.0010574382,0.0010577439,0.0003265711,0.0000025042,0.0000024970,243,720,0.04154280,0.014180,17449.000000,0,1034.867796,0.001489,0,0,0,0.0000,0.0003,0.0142,0.0015,0.0006,-0.0017,1,-580973944
191.495402,-2.280991,-1.906072,0.331306,0.226776,-0.038580,-1.603612,0.088075,-0.058723,-0.013422,0.017382,-0.001768,-0.019756,0.223287,-0.437801,0.005168,1.266709,-0.044813,-9.726763,0.016229,-0.009446,-0.003783,-0.000204,-0.000297,0.001945,0.0000176441,0.0000384547,0.0000213859,0.0000057420,0.0000071308,0.0000089527,0.0000056613,0.0000055612,0.0000087039,0.0000098537,0.0000099084,0.0000098887,0.0027481980,0.0032144293,0.0028728931,0.0002813095,0.0002815812,0.0002816785,0.0010585904,0.0010581454,0.0003270475,0.0000025042,0.0000024970,241,711,0.03703544,0.010607,17448.000000,0,1034.914370,0.002207,0,0,0,0.0004,0.0006,0.0106,0.0023,0.0005,-0.0018,2,-1442980319
191.595615,-2.272643,-1.893473,0.338657,0.228083,-0.036023,-1.602346,0.084469,0.042198,0.055667,0.017416,-0.001913,-0.019804,0.226640,-0.437828,0.003876,1.266721,-0.044806,-9.726762,0.008349,0.012599,0.007351,-0.000874,0.002540,0.000957,0.0000169565,0.0000416288,0.0000199115,0.0000057276,0.0000069497,0.0000090300,0.0000056613,0.0000055612,0.0000087039,0.0000098537,0.0000099084,0.0000098887,0.0012078141,0.0023088078,0.0014127650,0.0002804620,0.0002807347,0.0002808281,0.0010576530,0.0010573499,0.0003259172,0.0000025042,0.0000024970,272,791,0.03730435,0.012493,17452.000000,0,1034.966526,0.001974,0,0,0,0.0006,0.0008,0.0125,0.0020,0.0003,-0.0019,2,-533494570
191.695436,-2.271068,-1.900068,0.339322,0.223209,-0.040848,-1.602489,0.044452,-0.001145,0.022048,0.017455,-0.001436,-0.019865,0.224849,-0.436445,0.004333,1.266714,-0.044806,-9.726763,0.001575,-0.006595,0.000664,0.000060,-0.006110,0.000582,0.0000166789,0.0000424612,0.0000215693,0.0000057525,0.0000069906,0.0000090127,0.0000056612,0.0000055612,0.0000087039,0.0000098537,0.0000099084,0.0000098887,0.0007164122,0.0014755457,0.0008922771,0.0002785974,0.0002788714,0.0002789587,0.0010567184,0.0010568834,0.0003254325,0.0000025042,0.0000024970,236,719,0.03598858,0.016599,17447.000000,0,1035.071046,0.001938,0,0,0,0.0008,0.0012,0.0166,0.0020,0.0004,-0.0014,4,-1244352686
191.795468,-2.279989,-1.892624,0.337198,0.225243,-0.038480,-1.603424,-0.030292,0.043274,0.000708,0.017349,-0.001666,-0.019792,0.225798,-0.432545,0.004919,1.266711,-0.044803,-9.726763,-0.008921,0.007444,-0.002123,-0.000218,0.002670,-0.001257,0.0000164354,0.0000397358,0.0000204839,0.0000057610,0.0000071508,0.0000090600,0.0000056612,0.0000055612,0.0000087039,0.0000098536,0.0000099084,0.0000098887,0.0006217792,0.0011054408,0.0007009318,0.0002766739,0.0002769450,0.0002770307,0.0010558764,0.0010560252,0.0003247278,0.0000025042,0.0000024970,250,742,0.03679276,0.020624,17452.000000,0,1035.275777,0.001970,0,0,0,0.0014,0.0017,0.0206,0.0021,0.0005,-0.0017,2,-816027588
191.895490,-2.282724,-1.889493,0.336970,0.225695,-0.038348,-1.603625,-0.045209,0.055519,-0.000639,0.017312,-0.001687,-0.019778,0.226219,-0.431681,0.004916,1.266718,-0.044809,-9.726762,-0.002735,0.003132,-0.000228,0.000205,0.000351,-0.000242,0.0000137593,0.0000279229,0.0000161691,0.0000057063,0.0000064106,0.0000088946,0.0000056611,0.0000055612,0.0000087030,0.0000098536,0.0000099084,0.0000098886,0.0005450746,0.0009280706,0.0006023334,0.0002766735,0.0002769405,0.0002770297,0.0010555788,0.0010558188,0.0003245307,0.0000025042,0.0000024970,249,742,0.03486825,0.022112,17448.000000,0,1035.325822,0.002281,0,0,0,0.0000,0.0004,0.0221,0.0024,0.0006,-0.0017,2,1027045734
191.995518,-2.290138,-1.882777,0.333454,0.226354,-0.038595,-1.603838,-0.033659,0.060858,-0.032549,0.017299,-0.001736,-0.019772,0.224996,-0.432114,0.005555,1.266719,-0.044814,-9.726762,-0.007414,0.006716,-0.003517,0.000578,0.000248,-0.000236,0.0000176974,0.0000411726,0.0000205438,0.0000057309,0.0000069874,0.0000090022,0.0000056611,0.0000055612,0.0000087030,0.0000098536,0.0000099083,0.0000098886,0.0016633088,0.0022581297,0.0017042775,0.0002775363,0.0002778043,0.0002778964,0.0010555967,0.0010550672,0.0003241382,0.0000025042,0.0000024970,242,707,0.04265298,0.012893,17449.000000,0,1035.367357,0.002261,0,0,0,0.0009,0.0011,0.0129,0.0023,0.0005,-0.0017,2,1579814263
192.096415,-2.287583,-1.882857,0.331353,0.226216,-0.038801,-1.600873,0.005021,0.026114,-0.015814,0.017267,-0.001731,-0.019904,0.223979,-0.433483,0.005404,1.266721,-0.044814,-9.726762,0.002555,-0.000080,-0.002101,-0.000065,0.000080,0.002969,0.0000162839,0.0000419886,0.0000207834,0.0000057485,0.0000069595,0.0000090749,0.0000056611,0.0000055612,0.0000087030,0.0000098536,0.0000099083,0.0000098886,0.0011334404,0.0019072674,0.0012860235,0.0002767685,0.0002770405,0.0002771278,0.0010546222,0.0010543019,0.0003233610,0.0000025042,0.0000024970,263,792,0.03841595,0.012772,17436.000000,0,1035.517606,0.001699,0,0,0,0.0010,0.0013,0.0128,0.0018,0.0004,-0.0017,4,1069394390
192.195537,-2.279320,-1.879960,0.324213,0.226903,-0.038195,-1.603175,0.050594,0.026980,-0.036006,0.017274,-0.001787,-0.019689,0.223926,-0.435050,0.006885,1.266723,-0.044822,-9.726761,0.008262,0.002896,-0.007140,0.000126,0.000584,-0.002381,0.0000169846,0.0000398261,0.0000219899,0.0000057552,0.0000069785,0.0000089809,0.0000056611,0.0000055612,0.0000087030,0.0000098535,0.0000099083,0.0000098886,0.0006866231,0.0012900234,0.0008329779,0.0002745908,0.0002748655,0.0002749451,0.0010534318,0.0010535622,0.0003224977,0.0000025042,0.0000024970,235,721,0.04013230,0.009565,17440.000000,0,1035.563416,0.001180,0,0,0,0.0005,0.0007,0.0096,0.0012,0.0003,-0.0018,2,-274553497
192.295417,-2.281604,-1.879823,0.328575,0.228013,-0.037449,-1.601597,0.019219,0.012993,-0.002857,0.017304,-0.001836,-0.019777,0.223660,-0.433498,0.004814,1.266722,-0.044812,-9.726761,-0.002283,0.000138,0.004362,0.000154,0.001328,0.001429,0.0000165230,0.0000364590,0.0000202874,0.0000057350,0.0000068463,0.0000090412,0.0000056611,0.0000055612,0.0000087030,0.0000098535,0.0000099083,0.0000098886,0.0007945997,0.0012233484,0.0008518299,0.0002736477,0.0002739157,0.0002739980,0.0010526047,0.0010528615,0.0003216990,0.0000025042,0.0000024970,240,767,0.03716749,0.021782,17446.000000,0,1035.677242,0.001458,0,0,0,0.0011,0.0014,0.0218,0.0017,0.0003,-0.0018,2,-1209966643
192.396399,-2.275633,-1.881659,0.329340,0.225991,-0.036545,-1.601661,0.046567,-0.007881,0.004263,0.017504,-0.001777,-0.019764,0.223117,-0.434925,0.004585,1.266724,-0.044814,-9.726761,0.005971,-0.001837,0.000765,-0.001841,-0.000741,-0.000000,0.0000164697,0.0000364005,0.0000197158,0.0000057456,0.0000070735,0.0000089642,0.0000056611,0.0000055612,0.0000087030,0.0000098535,0.0000099083,0.0000098886,0.0007782494,0.0011863568,0.0008252211,0.0002723159,0.0002725830,0.0002726642,0.0010516074,0.0010515459,0.0003204734,0.0000025042,0.0000024970,230,709,0.04021900,0.019953,17450.000000,0,1035.874779,0.002036,0,0,0,0.0010,0.0012,0.0200,0.0021,0.0005,-0.0018,1,-2020864142
192.495618,-2.275904,-1.882741,0.328806,0.226059,-0.036303,-1.601908,0.044995,-0.012160,0.001513,0.017506,-0.001793,-0.019747,0.222812,-0.434829,0.004700,1.266732,-0.044812,-9.726760,-0.000271,-0.001082,-0.000534,-0.000103,0.000168,-0.000270,0.0000137691,0.0000276261,0.0000158574,0.0000056995,0.0000063504,0.0000088398,0.0000056610,0.0000055611,0.0000087028,0.0000098535,0.0000099083,0.0000098886,0.0006929352,0.0010550064,0.0007320275,0.0002723153,0.0002725804,0.0002726637,0.0010512169,0.0010512378,0.0003201402,0.0000025042,0.0000024970,229,709,0.03920193,0.010876,17446.000000,0,1035.914245,0.002514,0,0,0,0.0000,0.0002,0.0109,0.0028,0.0007,-0.0018,2,1253008433
192.595406,-2.279810,-1.867014,0.327703,0.232675,-0.031133,-1.603102,-0.032484,0.067272,-0.005016,0.017266,-0.001834,-0.019719,0.226389,-0.431156,0.005040,1.266731,-0.044803,-9.726760,-0.003906,0.015728,-0.001103,0.000862,0.007303,-0.002062,0.0000181500,0.0000455632,0.0000219060,0.0000057648,0.0000071984,0.0000089642,0.0000056610,0.0000055611,0.0000087028,0.0000098535,0.0000099083,0.0000098886,0.0016068684,0.0022850320,0.0016540238,0.0002730981,0.0002733647,0.0002734530,0.0010508152,0.0010505148,0.0003193127,0.0000025042,0.0000024970,237,777,0.03775134,0.016254,17440.000000,0,1036.020703,0.001688,0,0,0,0.0009,0.0012,0.0163,0.0019,0.0003,-0.0018,2,-1305505153
192.697342,-2.284378,-1.870721,0.328463,0.230423,-0.033349,-1.603355,-0.034767,0.019544,-0.008857,0.017274,-0.001737,-0.019722,0.224618,-0.431029,0.004520,1.266730,-0.044806,-9.726760,-0.004567,-0.003707,0.000760,0.000027,-0.002833,0.000088,0.0000169294,0.0000424588,0.0000222780,0.0000057446,0.0000069825,0.0000090144,0.0000056610,0.0000055611,0.0000087028,0.0000098534,0.0000099083,0.0000098885,0.0012750793,0.0020050631,0.0014641668,0.0002729175,0.0002731876,0.0002732729,0.0010499188,0.0010502538,0.0003188592,0.0000025042,0.0000024970,235,719,0.04020175,0.013510,17435.000000,0,1036.117778,0.002001,0,0,0,0.0008,0.0010,0.0135,0.0021,0.0004,-0.0017,1,-1937946834
192.796495,-2.290320,-1.879984,0.331850,0.227330,-0.037953,-1.603934,-0.046184,-0.029564,0.007920,0.017245,-0.001445,-0.019726,0.222940,-0.430738,0.003449,1.266729,-0.044809,-9.726761,-0.005942,-0.009264,0.003387,0.001050,-0.004876,0.000018,0.0000166209,0.0000407085,0.0000222136,0.0000057453,0.0000071718,0.0000090270,0.0000056610,0.0000055610,0.0000087028,0.0000098534,0.0000099083,0.0000098885,0.0008937117,0.0015694392,0.0010684953,0.0002719308,0.0002722059,0.0002722864,0.0010491209,0.0010497754,0.0003183211,0.0000025042,0.0000024970,252,789,0.03579344,0.011211,17440.000000,0,1036.215219,0.001998,0,0,0,0.0004,0.0006,0.0112,0.0021,0.0004,-0.0014,1,-610915398
192.895478,-2.287028,-1.876546,0.324504,0.226989,-0.036740,-1.602953,-0.003446,0.008033,-0.033752,0.017221,-0.001521,-0.019778,0.223695,-0.432306,0.005385,1.266733,-0.044805,-9.726760,0.003292,0.003438,-0.007347,-0.001030,0.000628,0.000896,0.0000177443,0.0000401975,0.0000238270,0.0000057726,0.0000071467,0.0000089479,0.0000056610,0.0000055610,0.0000087028,0.0000098533,0.0000099083,0.0000098885,0.0008415854,0.0013623608,0.0009817202,0.0002709731,0.0002712465,0.0002713261,0.0010484716,0.0010492016,0.0003178398,0.0000025042,0.0000024970,205,696,0.03667938,0.017645,17444.000000,0,1036.322652,0.001553,0,0,0,0.0013,0.0017,0.0176,0.0016,0.0005,-0.0015,1,-378649555
192.995795,-2.283779,-1.882516,0.325390,0.228242,-0.036722,-1.603118,0.017202,-0.017490,-0.008744,0.017175,-0.001532,-0.019771,0.222661,-0.433620,0.004464,1.266734,-0.044806,-9.726760,0.003250,-0.005970,0.000886,0.000778,0.000796,-0.000250,0.0000171582,0.0000390782,0.0000200373,0.0000057244,0.0000067472,0.0000090092,0.0000056610,0.0000055610,0.0000087027,0.0000098533,0.0000099083,0.0000098885,0.0008363295,0.0012954612,0.0008751946,0.0002700332,0.0002703029,0.0002703839,0.0010477048,0.0010482098,0.0003168833,0.0000025042,0.0000024970,233,773,0.03973270,0.018145,17436.000000,0,1036.374949,0.001320,0,0,0,0.0012,0.0016,0.0181,0.0014,0.0003,-0.0015,2,1767183953
193.095431,-2.278995,-1.899815,0.328069,0.224911,-0.039197,-1.602859,0.036713,-0.067800,0.002310,0.017194,-0.001287,-0.019799,0.219744,-0.434981,0.003303,1.266733,-0.044812,-9.726760,0.004783,-0.017299,0.002680,-0.000500,-0.003632,0.000686,0.0000165255,0.0000391787,0.0000190303,0.0000057285,0.0000068782,0.0000090199,0.0000056610,0.0000055610,0.0000087027,0.0000098533,0.0000099083,0.0000098885,0.0008081730,0.0012623223,0.0008500509,0.0002689223,0.0002691889,0.0002692691,0.0010467542,0.0010468965,0.0003157154,0.0000025042,0.0000024970,249,742,0.03574262,0.011349,17442.000000,0,1036.565429,0.001760,0,0,0,0.0007,0.0009,0.0113,0.0018,0.0004,-0.0013,2,806821271
193.197391,-2.279013,-1.904330,0.328345,0.224180,-0.039755,-1.602905,0.036877,-0.084942,0.003377,0.017199,-0.001229,-0.019804,0.218868,-0.434978,0.003144,1.266730,-0.044819,-9.726760,-0.000017,-0.004515,0.000275,-0.000096,-0.000817,0.000050,0.0000137449,0.0000282953,0.0000152862,0.0000056904,0.0000062626,0.0000088750,0.0000056608,0.0000055610,0.0000087009,0.0000098532,0.0000099083,0.0000098884,0.0007231257,0.0011037181,0.0007561351,0.0002689222,0.0002691865,0.0002692687,0.0010463271,0.0010465982,0.0003154036,0.0000025042,0.0000024970,248,742,0.03427969,0.014670,17448.000000,0,1036.618131,0.001572,0,0,0,0.0000,0.0002,0.0147,0.0016,0.0004,-0.0012,2,-660455638
193.296508,-2.280957,-1.902452,0.328403,0.228741,-0.034781,-1.604450,-0.016127,0.003822,0.005811,0.017108,-0.001361,-0.019746,0.222301,-0.432426,0.003328,1.266729,-0.044812,-9.726761,-0.001945,0.001878,0.000058,-0.000290,0.005833,-0.002250,0.0000180885,0.0000446361,0.0000228865,0.0000057534,0.0000070357,0.0000089803,0.0000056608,0.0000055610,0.0000087009,0.0000098532,0.0000099083,0.0000098884,0.0017241544,0.0023175180,0.0015532785,0.0002693102,0.0002695732,0.0002696560,0.0010456505,0.0010457355,0.0003145108,0.0000025042,0.0000024970,225,760,0.03819477,0.015625,17446.000000,0,1036.670676,0.001662,0,0,0,0.0010,0.0013,0.0156,0.0017,0.0004,-0.0014,1,-747084360
193.395457,-2.279660,-1.888836,0.337862,0.230346,-0.034707,-1.601640,0.006034,0.053433,0.062407,0.017065,-0.001412,-0.019891,0.224921,-0.433218,0.001804,1.266732,-0.044802,-9.726760,0.001297,0.013616,0.009459,0.000843,0.001353,0.002674,0.0000178082,0.0000394974,0.0000210769,0.0000057535,0.0000070305,0.0000089820,0.0000056608,0.0000055610,0.0000087009,0.0000098531,0.0000099083,0.0000098884,0.0010733565,0.0017206659,0.0010774309,0.0002681779,0.0002684433,0.0002685204,0.0010443374,0.0010450003,0.0003134404,0.0000025042,0.0000024970,230,701,0.03707908,0.019870,17432.000000,0,1036.774890,0.001781,0,0,0,0.0013,0.0017,0.0199,0.0018,0.0004,-0.0014,1,1276321608
193.495412,-2.288056,-1.873468,0.338568,0.228329,-0.036059,-1.602500,-0.048605,0.093003,0.040617,0.017096,-0.001327,-0.019865,0.226317,-0.431111,0.002977,1.266733,-0.044796,-9.726760,-0.008396,0.015368,0.000706,-0.000359,-0.002211,-0.000604,0.0000159679,0.0000387056,0.0000200580,0.0000057306,0.0000069000,0.0000089448,0.0000056608,0.0000055610,0.0000087009,0.0000098531,0.0000099083,0.0000098884,0.0010231863,0.0016137387,0.0011020926,0.0002676656,0.0002679270,0.0002680049,0.0010437522,0.0010446850,0.0003128988,0.0000025042,0.0000024970,274,801,0.03793549,0.012313,17433.000000,0,1036.966382,0.002124,0,0,0,0.0007,0.0009,0.0123,0.0022,0.0006,-0.0013,1,1345843061
193.595843,-2.288705,-1.872543,0.336206,0.227579,-0.036887,-1.602645,-0.052779,0.096913,0.028566,0.017094,-0.001284,-0.019863,0.226360,-0.430908,0.003469,1.266740,-0.044795,-9.726759,-0.000649,0.000925,-0.002362,0.000069,-0.001005,-0.000024,0.0000133310,0.0000284516,0.0000157249,0.0000056921,0.0000062988,0.0000088274,0.0000056607,0.0000055610,0.0000087004,0.0000098530,0.0000099083,0.0000098884,0.0009417863,0.0014389088,0.0009927348,0.0002676656,0.0002679259,0.0002680047,0.0010434781,0.0010445717,0.0003126934,0.0000025042,0.0000024970,273,801,0.03604473,0.013167,17438.000000,0,1037.016585,0.001673,0,0,0,0.0000,0.0002,0.0132,0.0017,0.0006,-0.0013,3,-662554154
193.695470,-2.292992,-1.880023,0.335937,0.225493,-0.039405,-1.603479,-0.013579,-0.008661,-0.007754,0.017133,-0.001288,-0.019831,0.222045,-0.432168,0.004284,1.266731,-0.044804,-9.726760,-0.004287,-0.007480,-0.000269,0.000347,-0.002971,-0.000479,0.0000181586,0.0000395681,0.0000228131,0.0000057366,0.0000068132,0.0000089666,0.0000056607,0.0000055610,0.0000087004,0.0000098530,0.0000099083,0.0000098884,0.0010770080,0.0016507961,0.0011634472,0.0002674843,0.0002677422,0.0002678216,0.0010430570,0.0010441099,0.0003121046,0.0000025042,0.0000024970,241,761,0.04060409,0.022064,17431.000000,0,1037.127133,0.001874,0,0,0,0.0013,0.0017,0.0221,0.0021,0.0003,-0.0013,2,1642714251
193.795458,-2.288282,-1.893735,0.337790,0.223133,-0.040945,-1.602879,0.025908,-0.057232,0.001103,0.017049,-0.001083,-0.019922,0.220024,-0.433762,0.003705,1.266731,-0.044806,-9.726760,0.004710,-0.013712,0.001853,-0.000506,-0.002400,0.000881,0.0000167600,0.0000400528,0.0000200615,0.0000057239,0.0000067629,0.0000090016,0.0000056607,0.0000055610,0.0000087004,0.0000098530,0.0000099083,0.0000098884,0.0007629137,0.0013455614,0.0008347461,0.0002661207,0.0002663889,0.0002664611,0.0010423416,0.0010433255,0.0003112495,0.0000025042,0.0000024970,255,740,0.03699737,0.013041,17431.000000,0,1037.167441,0.002141,0,0,0,0.0009,0.0011,0.0130,0.0022,0.0005,-0.0011,3,-1582325733
193.896226,-2.282351,-1.885076,0.338085,0.229225,-0.035116,-1.603532,0.045079,0.005048,0.005671,0.016971,-0.001711,-0.019816,0.222579,-0.434635,0.004014,1.266733,-0.044801,-9.726760,0.005931,0.008660,0.000295,0.000083,0.007429,-0.001539,0.0000162826,0.0000357314,0.0000196400,0.0000057485,0.0000067512,0.0000089442,0.0000056607,0.0000055610,0.0000087004,0.0000098530,0.0000099083,0.0000098883,0.0007064180,0.0011141480,0.0007711093,0.0002646190,0.0002648897,0.0002649606,0.0010413190,0.0010422584,0.0003102755,0.0000025042,0.0000024970,267,794,0.03918490,0.016606,17428.000000,0,1037.320864,0.001595,0,0,0,0.0008,0.0010,0.0166,0.0017,0.0004,-0.0017,1,-286453504
193.995412,-2.277398,-1.884165,0.334028,0.232496,-0.031858,-1.604215,0.046223,-0.005304,-0.004839,0.016981,-0.001873,-0.019770,0.222512,-0.434465,0.005470,1.266732,-0.044807,-9.726760,0.004953,0.000910,-0.004057,-0.000023,0.004033,-0.001174,0.0000160540,0.0000377652,0.0000192960,0.0000057278,0.0000069120,0.0000089574,0.0000056607,0.0000055610,0.0000087004,0.0000098528,0.0000099083,0.0000098883,0.0009048730,0.0013405758,0.0009899881,0.0002642328,0.0002644990,0.0002645726,0.0010407488,0.0010412569,0.0003093246,0.0000025042,0.0000024969,246,754,0.03663722,0.019212,17437.000000,0,1037.373715,0.002240,0,0,0,0.0010,0.0012,0.0192,0.0023,0.0005,-0.0019,1,1743942938
194.097290,-2.281100,-1.881814,0.344055,0.230226,-0.034259,-1.602249,-0.002638,0.001786,0.054018,0.016931,-0.001698,-0.019935,0.223494,-0.432254,0.001956,1.266736,-0.044791,-9.726760,-0.003703,0.002351,0.010027,0.000044,-0.002736,0.002307,0.0000164656,0.0000363447,0.0000189415,0.0000057279,0.0000068365,0.0000090107,0.0000056607,0.0000055610,0.0000087004,0.0000098527,0.0000099083,0.0000098882,0.0007694745,0.0012046134,0.0008331038,0.0002630214,0.0002632874,0.0002633588,0.0010393895,0.0010398409,0.0003078606,0.0000025042,0.0000024969,246,712,0.03864786,0.020583,17434.000000,0,1037.476263,0.001949,0,0,0,0.0016,0.0019,0.0206,0.0020,0.0004,-0.0017,1,-1918800403
