timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,vel_x,vel_y,vel_z,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,grav_x,grav_y,grav_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_rot_x,delta_rot_y,delta_rot_z,P_d0,P_d1,P_d2,P_d3,P_d4,P_d5,P_d6,P_d7,P_d8,P_d9,P_d10,P_d11,P_d12,P_d13,P_d14,P_d15,P_d16,P_d17,P_d18,P_d19,P_d20,P_d21,P_d22,effct_feat_num,feats_down_size,res_mean,icp_time,kdtree_size,global_match,wall_time,kdtree_incre_time,rebuild_active,rebuild_queue,safe_blocked,time_imu,time_ds,time_ekf,time_map,time_pub,buf_lidar,buf_imu
821.695520,-2.383013,-1.522599,0.305410,0.228571,-0.045185,-1.517975,0.055755,-0.015539,-0.027107,0.018100,-0.003597,-0.020116,-0.168104,-0.145329,-0.036267,1.637768,0.266661,-9.667631,0.014611,-0.000600,-0.008009,0.001417,-0.001324,-0.000044,0.0000514868,0.0001714499,0.0000425650,0.0000050920,0.0000106372,0.0000073421,0.0000047128,0.0000047269,0.0000066989,0.0000087773,0.0000091248,0.0000096952,0.0039670524,0.0054574309,0.0036707769,0.0003079849,0.0003083645,0.0003081972,0.0008484849,0.0008381276,0.0003479103,0.0000004548,0.0000004564,69,655,0.04223224,0.009745,68154.000000,0,1665.113583,0.001831,0,0,0,0.0005,0.0006,0.0097,0.0019,0.0003,-0.0036,2,1424577861
821.795482,-2.376134,-1.524128,0.314567,0.229938,-0.039332,-1.516350,0.062533,-0.029406,0.042775,0.018268,-0.003889,-0.020195,-0.168006,-0.145752,-0.037510,1.637769,0.266661,-9.667631,0.006879,-0.001529,0.009157,-0.002797,0.004827,0.001025,0.0000551730,0.0001314456,0.0000423907,0.0000051038,0.0000097210,0.0000076154,0.0000047128,0.0000047269,0.0000066989,0.0000087773,0.0000091248,0.0000096952,0.0027188939,0.0037614776,0.0023011495,0.0003062607,0.0003066711,0.0003064776,0.0008476817,0.0008378187,0.0003475531,0.0000004548,0.0000004564,47,612,0.05337020,0.016002,68154.000000,0,1665.220653,0.002419,0,0,0,0.0011,0.0014,0.0160,0.0026,0.0004,-0.0039,1,-1009267807
821.895933,-2.377035,-1.538801,0.321599,0.228985,-0.043527,-1.515708,0.029119,-0.086207,0.065165,0.018230,-0.003632,-0.020255,-0.168922,-0.144961,-0.038136,1.637769,0.266660,-9.667631,-0.000901,-0.014673,0.007032,0.001958,-0.003259,0.001057,0.0000454654,0.0001081553,0.0000461734,0.0000049666,0.0000087250,0.0000072064,0.0000047128,0.0000047269,0.0000066989,0.0000087773,0.0000091248,0.0000096952,0.0017105302,0.0027845023,0.0016912726,0.0003049158,0.0003053209,0.0003051319,0.0008472042,0.0008373283,0.0003472990,0.0000004548,0.0000004564,56,653,0.04462755,0.010959,68154.000000,0,1665.415954,0.002047,0,0,0,0.0013,0.0017,0.0110,0.0049,0.0006,-0.0036,1,1489058538
821.995568,-2.380825,-1.534729,0.331579,0.228802,-0.042993,-1.515885,0.014384,-0.076328,0.110809,0.018263,-0.003644,-0.020241,-0.168497,-0.144842,-0.039340,1.637769,0.266660,-9.667631,-0.003790,0.004072,0.009980,-0.000447,0.000217,-0.000207,0.0000301496,0.0000745714,0.0000304040,0.0000048375,0.0000067216,0.0000070171,0.0000047127,0.0000047269,0.0000066985,0.0000087773,0.0000091248,0.0000096952,0.0014257274,0.0024285326,0.0013459133,0.0003049146,0.0003053120,0.0003051312,0.0008469774,0.0008371436,0.0003470498,0.0000004548,0.0000004564,60,653,0.03883259,0.015229,68156.000000,0,1665.468766,0.001799,0,0,0,0.0000,0.0003,0.0152,0.0019,0.0004,-0.0036,1,-1379216623
822.095406,-2.388179,-1.561245,0.339571,0.224835,-0.044687,-1.519011,-0.040737,-0.116820,0.073687,0.018349,-0.003509,-0.020180,-0.169793,-0.142826,-0.037641,1.637769,0.266661,-9.667631,-0.007354,-0.026516,0.007992,-0.001455,-0.003883,-0.002687,0.0000631517,0.0002010420,0.0000354778,0.0000050272,0.0000102023,0.0000098393,0.0000047127,0.0000047269,0.0000066985,0.0000087773,0.0000091248,0.0000096952,0.0037307340,0.0050841692,0.0032840147,0.0003069769,0.0003073719,0.0003071947,0.0008496844,0.0008391531,0.0003485340,0.0000004548,0.0000004564,46,618,0.04315367,0.008988,68154.000000,0,1665.612874,0.001841,0,0,0,0.0006,0.0007,0.0090,0.0019,0.0004,-0.0035,3,-205329934
822.195501,-2.399350,-1.565982,0.337493,0.224246,-0.045435,-1.519142,-0.085890,-0.134153,0.064370,0.018418,-0.003468,-0.020175,-0.170343,-0.141137,-0.037627,1.637770,0.266659,-9.667631,-0.011171,-0.004737,-0.002078,0.000083,-0.000865,-0.000029,0.0000426065,0.0001445883,0.0000241115,0.0000048646,0.0000077838,0.0000078124,0.0000047127,0.0000047268,0.0000066982,0.0000087773,0.0000091248,0.0000096952,0.0034159457,0.0045568733,0.0031157274,0.0003069761,0.0003073687,0.0003071939,0.0008492177,0.0008387577,0.0003483038,0.0000004548,0.0000004564,50,618,0.04097288,0.012720,68155.000000,0,1665.666073,0.001674,0,0,0,0.0000,0.0002,0.0127,0.0017,0.0003,-0.0035,5,-381573835
822.295395,-2.398105,-1.586256,0.350825,0.225948,-0.042970,-1.518001,-0.009405,-0.114691,0.068270,0.018376,-0.003533,-0.020192,-0.169839,-0.143122,-0.037281,1.637770,0.266661,-9.667631,0.001245,-0.020274,0.013331,-0.000452,0.002776,0.000813,0.0000692861,0.0001223086,0.0000581549,0.0000050616,0.0000092968,0.0000077921,0.0000047127,0.0000047268,0.0000066982,0.0000087773,0.0000091248,0.0000096951,0.0037118381,0.0043858154,0.0035649288,0.0003086383,0.0003090237,0.0003088553,0.0008498866,0.0008398678,0.0003497023,0.0000004548,0.0000004564,49,626,0.03104378,0.013501,68155.000000,0,1665.717797,0.002207,0,0,0,0.0008,0.0011,0.0135,0.0023,0.0006,-0.0035,4,-562162192
822.395416,-2.374741,-1.594155,0.331825,0.224524,-0.047453,-1.519712,0.094868,-0.096815,-0.041234,0.018224,-0.003080,-0.020102,-0.169749,-0.145297,-0.033894,1.637770,0.266664,-9.667631,0.023364,-0.007899,-0.019000,0.001910,-0.003976,-0.001232,0.0000437495,0.0001037201,0.0000357329,0.0000049648,0.0000077350,0.0000071489,0.0000047127,0.0000047268,0.0000066982,0.0000087773,0.0000091248,0.0000096951,0.0019947999,0.0031662505,0.0016998244,0.0003057285,0.0003061585,0.0003059485,0.0008490870,0.0008388094,0.0003486049,0.0000004548,0.0000004564,72,677,0.04263943,0.008765,68155.000000,0,1665.912596,0.002036,0,0,0,0.0005,0.0006,0.0088,0.0021,0.0005,-0.0031,2,1955909846
822.496039,-2.368257,-1.591428,0.324609,0.225166,-0.047521,-1.519719,0.123160,-0.084714,-0.073765,0.018183,-0.003108,-0.020096,-0.169577,-0.145918,-0.032932,1.637771,0.266665,-9.667630,0.006484,0.002727,-0.007215,0.000465,0.000353,-0.000045,0.0000303654,0.0000742293,0.0000239874,0.0000048412,0.0000063361,0.0000069550,0.0000047126,0.0000047267,0.0000066977,0.0000087772,0.0000091248,0.0000096951,0.0017477062,0.0028112937,0.0014546939,0.0003057272,0.0003061437,0.0003059463,0.0008488264,0.0008386410,0.0003484460,0.0000004548,0.0000004564,69,677,0.03934770,0.013023,68155.000000,0,1665.966365,0.001237,0,0,0,0.0000,0.0001,0.0130,0.0013,0.0005,-0.0031,2,459866940
822.595430,-2.338612,-1.618799,0.312164,0.228117,-0.048048,-1.521033,0.144698,-0.132620,-0.060771,0.018144,-0.003094,-0.020064,-0.170537,-0.146548,-0.033287,1.637772,0.266665,-9.667630,0.029645,-0.027371,-0.012446,0.002310,0.001352,-0.001469,0.0000637078,0.0001792226,0.0000638200,0.0000055308,0.0000129872,0.0000079126,0.0000047126,0.0000047267,0.0000066977,0.0000087772,0.0000091248,0.0000096951,0.0028732942,0.0041326723,0.0029199094,0.0003066686,0.0003070814,0.0003068851,0.0008503137,0.0008396840,0.0003498129,0.0000004548,0.0000004564,42,637,0.05101005,0.009304,68155.000000,0,1666.013113,0.001542,0,0,0,0.0005,0.0006,0.0093,0.0016,0.0003,-0.0031,3,578488493
822.695469,-2.330240,-1.619071,0.324755,0.224334,-0.049835,-1.521706,0.128666,-0.106436,0.013126,0.018233,-0.002790,-0.020038,-0.169118,-0.146452,-0.035691,1.637771,0.266664,-9.667630,0.008372,-0.000272,0.012592,-0.001351,-0.003579,-0.000254,0.0000542827,0.0001298201,0.0000510411,0.0000050195,0.0000095656,0.0000073319,0.0000047126,0.0000047267,0.0000066977,0.0000087772,0.0000091248,0.0000096951,0.0019395714,0.0027466538,0.0018181379,0.0003050440,0.0003054725,0.0003052613,0.0008489473,0.0008387425,0.0003486011,0.0000004548,0.0000004564,49,655,0.03976514,0.011333,68155.000000,0,1666.265669,0.001336,0,0,0,0.0009,0.0011,0.0113,0.0014,0.0003,-0.0028,1,121296269
822.795422,-2.328596,-1.618175,0.331380,0.224652,-0.048509,-1.521241,0.137516,-0.104712,0.041142,0.018255,-0.002856,-0.020064,-0.168928,-0.146826,-0.036523,1.637770,0.266665,-9.667631,0.001644,0.000896,0.006624,-0.000632,0.001108,0.000332,0.0000351457,0.0000931801,0.0000311679,0.0000048571,0.0000069882,0.0000070873,0.0000047125,0.0000047267,0.0000066972,0.0000087772,0.0000091248,0.0000096951,0.0016086896,0.0024261562,0.0014662072,0.0003050432,0.0003054612,0.0003052602,0.0008486059,0.0008383933,0.0003482365,0.0000004548,0.0000004564,59,655,0.03263032,0.009668,68156.000000,0,1666.312992,0.001817,0,0,0,0.0000,0.0001,0.0097,0.0019,0.0004,-0.0029,1,1969081304
822.895469,-2.329499,-1.615709,0.333547,0.224760,-0.048133,-1.521262,0.134914,-0.097902,0.049885,0.018262,-0.002873,-0.020060,-0.168680,-0.146801,-0.036788,1.637770,0.266665,-9.667631,-0.000903,0.002466,0.002168,-0.000163,0.000309,-0.000058,0.0000267338,0.0000658989,0.0000242494,0.0000048047,0.0000061998,0.0000069441,0.0000047125,0.0000047267,0.0000066972,0.0000087772,0.0000091248,0.0000096951,0.0014684454,0.0021851512,0.0013439112,0.0003050429,0.0003054578,0.0003052595,0.0008483661,0.0008382533,0.0003481037,0.0000004548,0.0000004564,61,655,0.02953187,0.012376,68156.000000,0,1666.366378,0.001295,0,0,0,0.0000,0.0002,0.0124,0.0013,0.0003,-0.0029,5,-113020157
822.995571,-2.345243,-1.598327,0.342521,0.225091,-0.043518,-1.522953,-0.080713,0.019788,0.019696,0.018577,-0.003080,-0.020018,-0.163947,-0.140254,-0.036582,1.637766,0.266664,-9.667631,-0.015744,0.017383,0.008974,-0.002607,0.003031,-0.002078,0.0000724234,0.0001170827,0.0000750290,0.0000052046,0.0000098945,0.0000083104,0.0000047125,0.0000047267,0.0000066972,0.0000087772,0.0000091248,0.0000096951,0.0044478086,0.0050433999,0.0040256297,0.0003085264,0.0003089371,0.0003087448,0.0008507574,0.0008409041,0.0003509268,0.0000004548,0.0000004564,42,604,0.05533714,0.009716,68156.000000,0,1666.413731,0.001973,0,0,0,0.0006,0.0008,0.0097,0.0020,0.0007,-0.0031,4,1101690717
823.095481,-2.362886,-1.590801,0.323383,0.226165,-0.043918,-1.524966,-0.123698,0.033182,-0.066198,0.018643,-0.003092,-0.019789,-0.163587,-0.138825,-0.034381,1.637764,0.266664,-9.667631,-0.017643,0.007526,-0.019138,0.001021,0.000202,-0.002039,0.0000793995,0.0001482790,0.0000524209,0.0000050843,0.0000102219,0.0000079670,0.0000047125,0.0000047267,0.0000066972,0.0000087772,0.0000091248,0.0000096951,0.0030088125,0.0041531319,0.0022151269,0.0003057293,0.0003062187,0.0003059688,0.0008502004,0.0008400630,0.0003498021,0.0000004548,0.0000004564,46,642,0.04253470,0.009087,68159.000000,0,1666.463002,0.001380,0,0,0,0.0006,0.0007,0.0091,0.0014,0.0004,-0.0031,1,634729809
823.195479,-2.370897,-1.603465,0.318612,0.224613,-0.046054,-1.526615,-0.108717,-0.028346,-0.050315,0.018616,-0.002863,-0.019680,-0.164989,-0.139206,-0.034699,1.637765,0.266664,-9.667631,-0.008010,-0.012665,-0.004772,0.000370,-0.002517,-0.001353,0.0000615751,0.0001362576,0.0000526530,0.0000053464,0.0000104053,0.0000072270,0.0000047125,0.0000047267,0.0000066972,0.0000087772,0.0000091248,0.0000096951,0.0019711366,0.0030038961,0.0017959482,0.0003045508,0.0003050129,0.0003047821,0.0008494727,0.0008394925,0.0003494693,0.0000004548,0.0000004564,50,637,0.04758726,0.009681,68160.000000,0,1666.713499,0.001517,0,0,0,0.0005,0.0006,0.0097,0.0016,0.0003,-0.0029,1,-1507017276
823.296420,-2.365926,-1.609672,0.314212,0.223340,-0.049158,-1.526744,-0.091579,-0.047438,-0.067534,0.018529,-0.002686,-0.019681,-0.165646,-0.139512,-0.034190,1.637767,0.266661,-9.667631,0.004971,-0.006206,-0.004400,0.001110,-0.002816,0.000212,0.0000430424,0.0000880185,0.0000393033,0.0000050686,0.0000079127,0.0000069755,0.0000047124,0.0000047267,0.0000066971,0.0000087772,0.0000091248,0.0000096951,0.0017099656,0.0024935341,0.0015774495,0.0003045489,0.0003050015,0.0003047813,0.0008490680,0.0008393184,0.0003492802,0.0000004548,0.0000004564,46,637,0.04428494,0.009954,68161.000000,0,1666.763275,0.001427,0,0,0,0.0000,0.0001,0.0100,0.0015,0.0003,-0.0027,1,1695864439
823.395430,-2.395482,-1.606391,0.309175,0.226025,-0.044167,-1.523737,-0.140143,-0.002165,-0.020166,0.018570,-0.002858,-0.019735,-0.164512,-0.138577,-0.035059,1.637767,0.266661,-9.667631,-0.029556,0.003281,-0.005037,-0.001452,0.005212,0.002391,0.0000501981,0.0001116155,0.0000460500,0.0000049525,0.0000089697,0.0000072115,0.0000047124,0.0000047267,0.0000066971,0.0000087772,0.0000091248,0.0000096951,0.0028076781,0.0034866359,0.0027025978,0.0003057514,0.0003061956,0.0003059831,0.0008501094,0.0008403520,0.0003500934,0.0000004548,0.0000004564,62,652,0.04020824,0.010008,68161.000000,0,1666.813781,0.001068,0,0,0,0.0005,0.0006,0.0100,0.0011,0.0003,-0.0029,2,1739668199
823.495393,-2.398360,-1.616852,0.308364,0.223596,-0.046682,-1.524742,-0.098715,-0.029968,-0.000856,0.018534,-0.002660,-0.019690,-0.165534,-0.140058,-0.035137,1.637766,0.266661,-9.667631,-0.002879,-0.010461,-0.000811,0.000009,-0.003243,-0.000624,0.0000459955,0.0001045055,0.0000393236,0.0000051315,0.0000106347,0.0000070694,0.0000047124,0.0000047267,0.0000066971,0.0000087772,0.0000091248,0.0000096951,0.0020368040,0.0028037204,0.0018699005,0.0003042837,0.0003047443,0.0003045126,0.0008494670,0.0008395820,0.0003491592,0.0000004548,0.0000004564,55,632,0.04477075,0.009164,68161.000000,0,1666.912973,0.001317,0,0,0,0.0005,0.0006,0.0092,0.0014,0.0005,-0.0027,1,444904236
823.595876,-2.400587,-1.621329,0.316445,0.220671,-0.051039,-1.523597,-0.071317,-0.022190,0.044820,0.018449,-0.002427,-0.019787,-0.165539,-0.141462,-0.036218,1.637766,0.266660,-9.667631,-0.002227,-0.004476,0.008081,0.000767,-0.004528,0.001688,0.0000451993,0.0001026244,0.0000537218,0.0000052290,0.0000099901,0.0000078191,0.0000047124,0.0000047267,0.0000066971,0.0000087772,0.0000091248,0.0000096951,0.0016291065,0.0023675111,0.0017977723,0.0003031790,0.0003036296,0.0003034082,0.0008488320,0.0008389070,0.0003488411,0.0000004548,0.0000004564,48,673,0.04389642,0.013742,68161.000000,0,1667.017747,0.001351,0,0,0,0.0005,0.0008,0.0137,0.0014,0.0003,-0.0024,1,-910489981
823.696029,-2.397038,-1.619525,0.331501,0.219390,-0.052052,-1.523916,-0.031662,-0.003494,0.101489,0.018395,-0.002366,-0.019794,-0.164840,-0.143596,-0.037467,1.637766,0.266659,-9.667631,0.003549,0.001804,0.015056,-0.000199,-0.001486,-0.000147,0.0000580265,0.0001220246,0.0000695422,0.0000059758,0.0000112509,0.0000078519,0.0000047124,0.0000047267,0.0000066971,0.0000087772,0.0000091248,0.0000096951,0.0016346898,0.0022779501,0.0017518043,0.0003020816,0.0003025325,0.0003023072,0.0008484923,0.0008384240,0.0003483345,0.0000004548,0.0000004564,37,587,0.03275152,0.015257,68161.000000,0,1667.169035,0.001410,0,0,0,0.0005,0.0006,0.0153,0.0014,0.0004,-0.0024,3,906039077
823.795450,-2.396865,-1.606294,0.324119,0.221156,-0.049902,-1.525447,-0.019710,0.036597,0.048294,0.018374,-0.002489,-0.019743,-0.163375,-0.143821,-0.034498,1.637768,0.266659,-9.667631,0.000173,0.013231,-0.007382,-0.000140,0.002337,-0.001812,0.0000486386,0.0001008642,0.0000395952,0.0000049423,0.0000079604,0.0000073012,0.0000047124,0.0000047267,0.0000066971,0.0000087772,0.0000091248,0.0000096951,0.0018575461,0.0023730658,0.0017126778,0.0003021093,0.0003025463,0.0003023364,0.0008476994,0.0008377655,0.0003471741,0.0000004548,0.0000004564,56,649,0.04107045,0.012351,68163.000000,0,1667.216220,0.001741,0,0,0,0.0005,0.0006,0.0124,0.0018,0.0004,-0.0025,2,433446472
823.895396,-2.391911,-1.600555,0.328901,0.224421,-0.046081,-1.522868,0.007650,0.037515,0.056544,0.018357,-0.002655,-0.019806,-0.163051,-0.145121,-0.034244,1.637768,0.266658,-9.667631,0.004954,0.005739,0.004782,-0.000323,0.004770,0.002024,0.0000405609,0.0001058186,0.0000357334,0.0000049625,0.0000080009,0.0000076764,0.0000047124,0.0000047267,0.0000066971,0.0000087771,0.0000091248,0.0000096951,0.0019563419,0.0026412138,0.0019169820,0.0003019065,0.0003023408,0.0003021339,0.0008472614,0.0008368474,0.0003465365,0.0000004548,0.0000004564,61,643,0.04815562,0.009823,68165.000000,0,1667.263795,0.001994,0,0,0,0.0006,0.0008,0.0098,0.0021,0.0004,-0.0027,1,107788121
823.995492,-2.385211,-1.595070,0.333306,0.222489,-0.050222,-1.521707,0.039104,0.039733,0.044542,0.018267,-0.002301,-0.019941,-0.162777,-0.146269,-0.033790,1.637768,0.266657,-9.667631,0.006700,0.005485,0.004405,0.001280,-0.003770,0.001621,0.0000468434,0.0000866700,0.0000501640,0.0000053281,0.0000114806,0.0000071505,0.0000047124,0.0000047267,0.0000066971,0.0000087771,0.0000091248,0.0000096951,0.0016009283,0.0020071777,0.0017051360,0.0002996498,0.0003001178,0.0002998736,0.0008455085,0.0008355934,0.0003456385,0.0000004548,0.0000004564,48,650,0.04043949,0.010327,68165.000000,0,1667.514133,0.001669,0,0,0,0.0005,0.0006,0.0103,0.0021,0.0003,-0.0023,2,1820905038
824.097376,-2.385369,-1.593634,0.328792,0.223053,-0.049908,-1.521606,0.038034,0.043561,0.023602,0.018254,-0.002340,-0.019945,-0.162671,-0.146054,-0.032838,1.637768,0.266657,-9.667631,-0.000158,0.001436,-0.004513,0.000171,0.000564,0.000036,0.0000334314,0.0000578568,0.0000350869,0.0000049731,0.0000080826,0.0000069409,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0013541384,0.0017441964,0.0013821504,0.0002996473,0.0003000934,0.0002998721,0.0008448907,0.0008350955,0.0003449621,0.0000004548,0.0000004564,48,650,0.03739535,0.008413,68165.000000,0,1667.561738,0.001464,0,0,0,0.0000,0.0001,0.0084,0.0017,0.0003,-0.0023,2,-914575382
824.195520,-2.379334,-1.586989,0.323697,0.223976,-0.050167,-1.522703,0.039516,0.030155,-0.027278,0.018242,-0.002323,-0.019922,-0.163102,-0.145430,-0.031376,1.637768,0.266656,-9.667631,0.006036,0.006646,-0.005096,0.000801,0.000292,-0.001133,0.0000541325,0.0001296285,0.0000517879,0.0000050909,0.0000107620,0.0000081461,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0039773254,0.0047467553,0.0039306132,0.0003021539,0.0003025917,0.0003023777,0.0008471498,0.0008364265,0.0003461394,0.0000004548,0.0000004564,48,612,0.04821151,0.008679,68165.000000,0,1667.612838,0.001353,0,0,0,0.0005,0.0007,0.0087,0.0014,0.0003,-0.0023,2,1537623717
824.295619,-2.381349,-1.571775,0.325456,0.225266,-0.044926,-1.520858,0.012522,0.072214,-0.005220,0.018357,-0.002507,-0.019994,-0.161403,-0.144785,-0.031968,1.637767,0.266657,-9.667631,-0.002016,0.015213,0.001759,-0.002479,0.004395,0.001315,0.0000488599,0.0000908531,0.0000413822,0.0000050326,0.0000088725,0.0000074864,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0028089005,0.0034567401,0.0026449273,0.0003014649,0.0003019059,0.0003016885,0.0008449314,0.0008352755,0.0003449617,0.0000004548,0.0000004564,63,683,0.04758549,0.009807,68166.000000,0,1667.663618,0.001412,0,0,0,0.0005,0.0006,0.0098,0.0014,0.0003,-0.0025,4,806686025
824.395461,-2.394056,-1.550552,0.327122,0.226235,-0.042961,-1.520872,-0.048894,0.112452,0.013276,0.018408,-0.002601,-0.019934,-0.159554,-0.143026,-0.032278,1.637767,0.266657,-9.667631,-0.012707,0.021223,0.001667,-0.000588,0.001877,-0.000242,0.0000547127,0.0001083751,0.0000484435,0.0000050538,0.0000092522,0.0000075034,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0018384613,0.0027329015,0.0017638651,0.0002983347,0.0002988183,0.0002985615,0.0008439737,0.0008343581,0.0003442169,0.0000004548,0.0000004564,49,596,0.03092278,0.008583,68166.000000,0,1667.762508,0.001620,0,0,0,0.0006,0.0007,0.0086,0.0017,0.0003,-0.0026,1,1147246316
824.495591,-2.391979,-1.543075,0.325047,0.227546,-0.041934,-1.520782,-0.027877,0.106626,0.009067,0.018398,-0.002703,-0.019936,-0.160041,-0.143816,-0.031714,1.637767,0.266657,-9.667631,0.002077,0.007477,-0.002075,0.000219,0.001491,-0.000086,0.0000476757,0.0001402825,0.0000359576,0.0000049389,0.0000080935,0.0000077440,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0016036733,0.0027080646,0.0014124934,0.0002976887,0.0002981435,0.0002979112,0.0008437597,0.0008338902,0.0003435797,0.0000004548,0.0000004564,51,644,0.04539056,0.008486,68166.000000,0,1667.962255,0.001547,0,0,0,0.0005,0.0006,0.0085,0.0016,0.0004,-0.0027,3,-2122091719
824.595516,-2.383927,-1.547698,0.322589,0.227602,-0.042117,-1.520339,0.001551,0.093079,0.000298,0.018407,-0.002726,-0.019962,-0.160630,-0.144790,-0.031303,1.637767,0.266657,-9.667631,0.008051,-0.004623,-0.002458,0.000135,-0.000039,0.000451,0.0000350594,0.0001074534,0.0000254595,0.0000048226,0.0000066654,0.0000072410,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0014266072,0.0023816717,0.0012506427,0.0002976884,0.0002981405,0.0002979102,0.0008433108,0.0008336681,0.0003433861,0.0000004548,0.0000004564,45,644,0.04951967,0.008411,68168.000000,0,1668.011720,0.001097,0,0,0,0.0000,0.0001,0.0084,0.0011,0.0003,-0.0027,3,-1143007169
824.695612,-2.397309,-1.524713,0.326678,0.230451,-0.037698,-1.520262,-0.053344,0.114182,0.011839,0.018342,-0.002898,-0.019971,-0.160216,-0.142909,-0.032335,1.637767,0.266656,-9.667631,-0.013381,0.022984,0.004089,-0.000882,0.004648,-0.000491,0.0000559911,0.0001905810,0.0000469810,0.0000050126,0.0000100511,0.0000096274,0.0000047123,0.0000047266,0.0000066967,0.0000087771,0.0000091248,0.0000096951,0.0020657223,0.0031236281,0.0017728059,0.0002971354,0.0002975855,0.0002973599,0.0008432984,0.0008331040,0.0003429875,0.0000004548,0.0000004564,51,647,0.03498277,0.009179,68168.000000,0,1668.212982,0.001311,0,0,0,0.0005,0.0006,0.0092,0.0013,0.0003,-0.0029,1,-1622586153
824.795420,-2.406232,-1.512880,0.327716,0.230553,-0.037953,-1.520189,-0.085830,0.145619,0.015057,0.018286,-0.002872,-0.019980,-0.158939,-0.141729,-0.032539,1.637765,0.266659,-9.667631,-0.008923,0.011833,0.001038,0.000223,-0.000096,0.000087,0.0000351691,0.0001268631,0.0000324429,0.0000048551,0.0000073629,0.0000079253,0.0000047123,0.0000047266,0.0000066959,0.0000087771,0.0000091248,0.0000096950,0.0017729198,0.0026585348,0.0015141798,0.0002971344,0.0002975821,0.0002973577,0.0008425823,0.0008326137,0.0003425298,0.0000004548,0.0000004564,52,647,0.03275479,0.010985,68168.000000,0,1668.264632,0.001415,0,0,0,0.0000,0.0001,0.0110,0.0015,0.0003,-0.0029,2,-648581363
824.895530,-2.411490,-1.524924,0.336563,0.228032,-0.040795,-1.519286,-0.058960,0.042398,0.054739,0.018258,-0.002780,-0.020031,-0.162957,-0.143166,-0.033741,1.637767,0.266658,-9.667631,-0.005258,-0.012044,0.008846,0.000080,-0.003318,0.001309,0.0000546327,0.0001607928,0.0000444707,0.0000051874,0.0000097571,0.0000087288,0.0000047123,0.0000047266,0.0000066959,0.0000087771,0.0000091248,0.0000096950,0.0027071733,0.0036460002,0.0024526506,0.0002981116,0.0002985568,0.0002983335,0.0008429169,0.0008329390,0.0003426289,0.0000004548,0.0000004564,50,634,0.04446146,0.009055,68168.000000,0,1668.312861,0.001324,0,0,0,0.0005,0.0006,0.0091,0.0014,0.0004,-0.0028,2,-1197423281
824.995532,-2.414420,-1.527925,0.347412,0.227793,-0.041389,-1.519245,-0.048435,0.008866,0.094894,0.018230,-0.002742,-0.020032,-0.163576,-0.143668,-0.034554,1.637767,0.266658,-9.667631,-0.002930,-0.003002,0.010849,0.000211,-0.000530,0.000106,0.0000530195,0.0001259818,0.0000455890,0.0000051795,0.0000111444,0.0000075218,0.0000047123,0.0000047266,0.0000066958,0.0000087771,0.0000091248,0.0000096950,0.0020031566,0.0028413649,0.0018507986,0.0002964706,0.0002969440,0.0002966962,0.0008416720,0.0008320398,0.0003417349,0.0000004548,0.0000004564,43,675,0.04473538,0.013895,68168.000000,0,1668.468517,0.001233,0,0,0,0.0011,0.0014,0.0139,0.0013,0.0003,-0.0027,2,757415615
825.095803,-2.413606,-1.532526,0.352924,0.226097,-0.042670,-1.519682,-0.045298,-0.004239,0.120293,0.018237,-0.002611,-0.020019,-0.163948,-0.143893,-0.035476,1.637767,0.266657,-9.667631,0.000815,-0.004600,0.005512,-0.000303,-0.001930,-0.000211,0.0000367346,0.0000838037,0.0000329828,0.0000049248,0.0000080461,0.0000071374,0.0000047123,0.0000047266,0.0000066958,0.0000087771,0.0000091248,0.0000096950,0.0017108949,0.0025075162,0.0015947226,0.0002964687,0.0002969299,0.0002966943,0.0008412136,0.0008317065,0.0003414107,0.0000004548,0.0000004564,44,675,0.04066756,0.011166,68168.000000,0,1668.514546,0.001633,0,0,0,0.0000,0.0002,0.0112,0.0017,0.0005,-0.0026,2,564846265
825.195426,-2.409301,-1.562869,0.348383,0.227162,-0.044288,-1.518959,0.005160,-0.111464,0.001452,0.018170,-0.002522,-0.020032,-0.167718,-0.144629,-0.031586,1.637767,0.266661,-9.667631,0.004305,-0.030343,-0.004540,0.001685,-0.000318,0.000779,0.0000534918,0.0001382199,0.0000422901,0.0000050589,0.0000093834,0.0000074481,0.0000047123,0.0000047266,0.0000066958,0.0000087771,0.0000091248,0.0000096950,0.0024430622,0.0034351909,0.0019727883,0.0002965646,0.0002970160,0.0002967875,0.0008414301,0.0008316680,0.0003411122,0.0000004548,0.0000004564,52,673,0.04768301,0.011682,68168.000000,0,1668.565675,0.002417,0,0,0,0.0006,0.0008,0.0117,0.0025,0.0006,-0.0025,3,1902771101
